Tweets,ISI,sentiment,tokenization,remove_stopword,normalisasi_tweet,tweet
jakagot7wang siap mental saat xf0 x9f x98 xad,jakagot wang siap mental saat xad,jakagot wang siap mental saat xad,"['jakagot', 'wang', 'siap', 'mental', 'saat', 'xad']","['jakagot', 'wang', 'mental', 'xad']","['jakagot', 'wang', 'mental', 'xad']",jakagot wang mental xad
jake02fc egk kuat mental mod sahabatt xf0 x9f x98 xad,jake egk kuat mental mod sahabatt xad,jake egk kuat mental mod sahabatt xad,"['jake', 'egk', 'kuat', 'mental', 'mod', 'sahabatt', 'xad']","['jake', 'egk', 'kuat', 'mental', 'mod', 'sahabatt', 'xad']","['jake', 'egk', 'kuat', 'mental', 'mod', 'sahabatt', 'xad']",jake egk kuat mental mod sahabatt xad
jakeeput wkwk mental apaan sedikit  unstan,jakeeput wkwk mental apaan sedikit unstan,jakeeput wkwk mental apaan sedikit unstan,"['jakeeput', 'wkwk', 'mental', 'apaan', 'sedikit', 'unstan']","['jakeeput', 'wkwk', 'mental', 'unstan']","['jakeeput', 'wkwk', 'mental', 'unstan']",jakeeput wkwk mental unstan
jakunfiraun ciumbrella mafiawasit wkwk kasih video pandji harga teman  xf0 x9f x98 x82 biar kena mental,jakunfiraun ciumbrella mafiawasit wkwk kasih video pandji harga teman biar kena mental,jakunfiraun ciumbrella mafiawasit wkwk kasih video pandji harga teman biar kena mental,"['jakunfiraun', 'ciumbrella', 'mafiawasit', 'wkwk', 'kasih', 'video', 'pandji', 'harga', 'teman', 'biar', 'kena', 'mental']","['jakunfiraun', 'ciumbrella', 'mafiawasit', 'wkwk', 'kasih', 'video', 'pandji', 'harga', 'teman', 'biar', 'kena', 'mental']","['jakunfiraun', 'ciumbrella', 'mafiawasit', 'wkwk', 'kasih', 'video', 'pandji', 'harga', 'teman', 'biar', 'kena', 'mental']",jakunfiraun ciumbrella mafiawasit wkwk kasih video pandji harga teman biar kena mental
jalbr3ak ngatain jelas kena mental,jalbr ngatain jelas kena mental,jalbr ngatain jelas kena mental,"['jalbr', 'ngatain', 'jelas', 'kena', 'mental']","['jalbr', 'ngatain', 'kena', 'mental']","['jalbr', 'ngatain', 'kena', 'mental']",jalbr ngatain kena mental
jamal efendy nicho silalahi kangdede78 erickthohir kemenbumn mental remuk,jamal efendy nicho silalahi kangdede erickthohir kemenbumn mental remuk,jamal efendy nicho silalahi kangdede erickthohir kemenbumn mental remuk,"['jamal', 'efendy', 'nicho', 'silalahi', 'kangdede', 'erickthohir', 'kemenbumn', 'mental', 'remuk']","['jamal', 'efendy', 'nicho', 'silalahi', 'kangdede', 'erickthohir', 'kemenbumn', 'mental', 'remuk']","['jamal', 'efendy', 'nicho', 'silalahi', 'kangdede', 'erickthohir', 'kemenbumn', 'mental', 'remuk']",jamal efendy nicho silalahi kangdede erickthohir kemenbumn mental remuk
jamal26rizal mental healthnya montang manting maszehh,jamal rizal mental healthnya montang manting maszehh,jamal rizal mental healthnya montang manting maszehh,"['jamal', 'rizal', 'mental', 'healthnya', 'montang', 'manting', 'maszehh']","['jamal', 'rizal', 'mental', 'healthnya', 'montang', 'manting', 'maszehh']","['jamal', 'rizal', 'mental', 'healthnya', 'montang', 'manting', 'maszehh']",jamal rizal mental healthnya montang manting maszehh
jametcijantung kan saya kapan pernah bilang sibuk genshin sama mempersiapkan mental utbk pindah akun dulu xe2 x80 xa6 ywxi3rvhgp,jametcijantung kan saya kapan pernah bilang sibuk genshin sama mempersiapkan mental utbk pindah akun dulu ywxi rvhgp,jametcijantung kan saya kapan pernah bilang sibuk genshin sama mempersiapkan mental utbk pindah akun dulu ywxi rvhgp,"['jametcijantung', 'kan', 'saya', 'kapan', 'pernah', 'bilang', 'sibuk', 'genshin', 'sama', 'mempersiapkan', 'mental', 'utbk', 'pindah', 'akun', 'dulu', 'ywxi', 'rvhgp']","['jametcijantung', 'bilang', 'sibuk', 'genshin', 'mental', 'utbk', 'pindah', 'akun', 'ywxi', 'rvhgp']","['jametcijantung', 'bilang', 'sibuk', 'genshin', 'mental', 'utbk', 'pindah', 'akun', 'ywxi', 'rvhgp']",jametcijantung bilang sibuk genshin mental utbk pindah akun ywxi rvhgp
jangmi kakdee nothing proud kalau mental kesehatan teruk hmm,jangmi kakdee nothing proud kalau mental kesehatan teruk hmm,jangmi kakdee nothing proud kalau mental kesehatan teruk hmm,"['jangmi', 'kakdee', 'nothing', 'proud', 'kalau', 'mental', 'kesehatan', 'teruk', 'hmm']","['jangmi', 'kakdee', 'nothing', 'proud', 'mental', 'kesehatan', 'teruk', 'hmm']","['jangmi', 'kakdee', 'nothing', 'proud', 'mental', 'kesehatan', 'teruk', 'hmm']",jangmi kakdee nothing proud mental kesehatan teruk hmm
janmaotalai krmtroysuryo2 tidak  uji xe2 x80 xa6 mahasiswa saja  kalau tidak  lulus tahun depannya ngulang xe2 x80 xa6 mental xe2 x80 xa6 jhudrqcxte,janmaotalai krmtroysuryo tidak uji mahasiswa saja kalau tidak lulus tahun depannya ngulang mental jhudrqcxte,janmaotalai krmtroysuryo tidak uji mahasiswa saja kalau tidak lulus tahun depannya ngulang mental jhudrqcxte,"['janmaotalai', 'krmtroysuryo', 'tidak', 'uji', 'mahasiswa', 'saja', 'kalau', 'tidak', 'lulus', 'tahun', 'depannya', 'ngulang', 'mental', 'jhudrqcxte']","['janmaotalai', 'krmtroysuryo', 'uji', 'mahasiswa', 'lulus', 'depannya', 'ngulang', 'mental', 'jhudrqcxte']","['janmaotalai', 'krmtroysuryo', 'uji', 'mahasiswa', 'lulus', 'depannya', 'ngulang', 'mental', 'jhudrqcxte']",janmaotalai krmtroysuryo uji mahasiswa lulus depannya ngulang mental jhudrqcxte
jaribanteta dibahasanya via jalur halu mental,jaribanteta dibahasanya via jalur halu mental,jaribanteta dibahasanya via jalur halu mental,"['jaribanteta', 'dibahasanya', 'via', 'jalur', 'halu', 'mental']","['jaribanteta', 'dibahasanya', 'via', 'jalur', 'halu', 'mental']","['jaribanteta', 'dibahasanya', 'via', 'jalur', 'halu', 'mental']",jaribanteta dibahasanya via jalur halu mental
jarrrsss tar saya siapin mental dulu ashernya berulah,jarrrsss tar saya siapin mental dulu ashernya berulah,jarrrsss tar saya siapin mental dulu ashernya berulah,"['jarrrsss', 'tar', 'saya', 'siapin', 'mental', 'dulu', 'ashernya', 'berulah']","['jarrrsss', 'tar', 'siapin', 'mental', 'ashernya', 'berulah']","['jarrrsss', 'tar', 'siapin', 'mental', 'ashernya', 'berulah']",jarrrsss tar siapin mental ashernya berulah
jarwokuat sekarang  tahu  kenapa  nama beliau kwat nya mental sii hehe,jarwokuat sekarang tahu kenapa nama beliau kwat nya mental sii hehe,jarwokuat sekarang tahu kenapa nama beliau kwat nya mental sii hehe,"['jarwokuat', 'sekarang', 'tahu', 'kenapa', 'nama', 'beliau', 'kwat', 'nya', 'mental', 'sii', 'hehe']","['jarwokuat', 'nama', 'beliau', 'kwat', 'nya', 'mental', 'sii', 'hehe']","['jarwokuat', 'nama', 'beliau', 'kwat', 'nya', 'mental', 'sii', 'hehe']",jarwokuat nama beliau kwat nya mental sii hehe
jasjusssirsak nyiapin mental hati untuk  kim tak word daeil xf0 x9f x98 x93,jasjusssirsak nyiapin mental hati untuk kim tak word daeil ,jasjusssirsak nyiapin mental hati untuk kim tak word daeil ,"['jasjusssirsak', 'nyiapin', 'mental', 'hati', 'untuk', 'kim', 'tak', 'word', 'daeil', '']","['jasjusssirsak', 'nyiapin', 'mental', 'hati', 'kim', 'word', 'daeil', '']","['jasjusssirsak', 'nyiapin', 'mental', 'hati', 'kim', 'word', 'daeil', '']",jasjusssirsak nyiapin mental hati kim word daeil
jauharsyh sbyfess siap mental komunikasi lancar terbuka satu sama saling percaya xf0 x9f xa4 x9d xf0 x9f x8f xbb,jauharsyh sbyfess siap mental komunikasi lancar terbuka satu sama saling percaya xbb,jauharsyh sbyfess siap mental komunikasi lancar terbuka satu sama saling percaya xbb,"['jauharsyh', 'sbyfess', 'siap', 'mental', 'komunikasi', 'lancar', 'terbuka', 'satu', 'sama', 'saling', 'percaya', 'xbb']","['jauharsyh', 'sbyfess', 'mental', 'komunikasi', 'lancar', 'terbuka', 'percaya', 'xbb']","['jauharsyh', 'sbyfess', 'mental', 'komunikasi', 'lancar', 'terbuka', 'percaya', 'xbb']",jauharsyh sbyfess mental komunikasi lancar terbuka percaya xbb
jauharsyh mental healthnya bagus sekali  yee xf0 x9f x98 x83 xf0 x9f x98 xad,jauharsyh mental healthnya bagus sekali yee xad,jauharsyh mental healthnya bagus sekali yee xad,"['jauharsyh', 'mental', 'healthnya', 'bagus', 'sekali', 'yee', 'xad']","['jauharsyh', 'mental', 'healthnya', 'bagus', 'yee', 'xad']","['jauharsyh', 'mental', 'healthnya', 'bagus', 'yee', 'xad']",jauharsyh mental healthnya bagus yee xad
jauharsyh tipss memperkuat mental healthh,jauharsyh tipss memperkuat mental healthh,jauharsyh tipss memperkuat mental healthh,"['jauharsyh', 'tipss', 'memperkuat', 'mental', 'healthh']","['jauharsyh', 'tipss', 'memperkuat', 'mental', 'healthh']","['jauharsyh', 'tipss', 'memperkuat', 'mental', 'healthh']",jauharsyh tipss memperkuat mental healthh
javamoccacino betapa hebat tugas menghancurkan mental maksudnya kan,javamoccacino betapa hebat tugas menghancurkan mental maksudnya kan,javamoccacino betapa hebat tugas menghancurkan mental maksudnya kan,"['javamoccacino', 'betapa', 'hebat', 'tugas', 'menghancurkan', 'mental', 'maksudnya', 'kan']","['javamoccacino', 'betapa', 'hebat', 'tugas', 'menghancurkan', 'mental', 'maksudnya']","['javamoccacino', 'betapa', 'hebat', 'tugas', 'menghancurkan', 'mental', 'maksudnya']",javamoccacino betapa hebat tugas menghancurkan mental maksudnya
javasea3 hrdbacot intern kena mental,javasea hrdbacot intern kena mental,javasea hrdbacot intern kena mental,"['javasea', 'hrdbacot', 'intern', 'kena', 'mental']","['javasea', 'hrdbacot', 'intern', 'kena', 'mental']","['javasea', 'hrdbacot', 'intern', 'kena', 'mental']",javasea hrdbacot intern kena mental
jawijowo sangat mengerikan akibat penjajahan pikiran perasaan mental ideologi anak bangsa indonesia saa xe2 x80 xa6 hldg3okdtw,jawijowo sangat mengerikan akibat penjajahan pikiran perasaan mental ideologi anak bangsa indonesia saa hldg okdtw,jawijowo sangat mengerikan akibat penjajahan pikiran perasaan mental ideologi anak bangsa indonesia saa hldg okdtw,"['jawijowo', 'sangat', 'mengerikan', 'akibat', 'penjajahan', 'pikiran', 'perasaan', 'mental', 'ideologi', 'anak', 'bangsa', 'indonesia', 'saa', 'hldg', 'okdtw']","['jawijowo', 'mengerikan', 'akibat', 'penjajahan', 'pikiran', 'perasaan', 'mental', 'ideologi', 'anak', 'bangsa', 'indonesia', 'saa', 'hldg', 'okdtw']","['jawijowo', 'mengerikan', 'akibat', 'penjajahan', 'pikiran', 'perasaan', 'mental', 'ideologi', 'anak', 'bangsa', 'indonesia', 'saa', 'hldg', 'okdtw']",jawijowo mengerikan akibat penjajahan pikiran perasaan mental ideologi anak bangsa indonesia saa hldg okdtw
jaygfhere0 jangan bicara  dulu saya menata mental kesehatan,jaygfhere jangan bicara dulu saya menata mental kesehatan,jaygfhere jangan bicara dulu saya menata mental kesehatan,"['jaygfhere', 'jangan', 'bicara', 'dulu', 'saya', 'menata', 'mental', 'kesehatan']","['jaygfhere', 'bicara', 'menata', 'mental', 'kesehatan']","['jaygfhere', 'bicara', 'menata', 'mental', 'kesehatan']",jaygfhere bicara menata mental kesehatan
jayjayajaya kalau  temu  orang gini mah auto blok perlu set boundaries ngejaga mental kesehatan sendiri,jayjayajaya kalau temu orang gini mah auto blok perlu set boundaries ngejaga mental kesehatan sendiri,jayjayajaya kalau temu orang gini mah auto blok perlu set boundaries ngejaga mental kesehatan sendiri,"['jayjayajaya', 'kalau', 'temu', 'orang', 'gini', 'mah', 'auto', 'blok', 'perlu', 'set', 'boundaries', 'ngejaga', 'mental', 'kesehatan', 'sendiri']","['jayjayajaya', 'temu', 'orang', 'gini', 'mah', 'auto', 'blok', 'set', 'boundaries', 'ngejaga', 'mental', 'kesehatan']","['jayjayajaya', 'temu', 'orang', 'gini', 'mah', 'auto', 'blok', 'set', 'boundaries', 'ngejaga', 'mental', 'kesehatan']",jayjayajaya temu orang gini mah auto blok set boundaries ngejaga mental kesehatan
jbuniman siap mental terhadap  netizen xf0 x9f xa4 xad,jbuniman siap mental terhadap netizen xad,jbuniman siap mental terhadap netizen xad,"['jbuniman', 'siap', 'mental', 'terhadap', 'netizen', 'xad']","['jbuniman', 'mental', 'netizen', 'xad']","['jbuniman', 'mental', 'netizen', 'xad']",jbuniman mental netizen xad
jcenno sudah  siap mental,jcenno sudah siap mental,jcenno sudah siap mental,"['jcenno', 'sudah', 'siap', 'mental']","['jcenno', 'mental']","['jcenno', 'mental']",jcenno mental
jchangmint yuonghunt selfolconvo hyunjaetbs kenalan sama kala tuh siap mental,jchangmint yuonghunt selfolconvo hyunjaetbs kenalan sama kala tuh siap mental,jchangmint yuonghunt selfolconvo hyunjaetbs kenalan sama kala tuh siap mental,"['jchangmint', 'yuonghunt', 'selfolconvo', 'hyunjaetbs', 'kenalan', 'sama', 'kala', 'tuh', 'siap', 'mental']","['jchangmint', 'yuonghunt', 'selfolconvo', 'hyunjaetbs', 'kenalan', 'tuh', 'mental']","['jchangmint', 'yuonghunt', 'selfolconvo', 'hyunjaetbs', 'kenalan', 'tuh', 'mental']",jchangmint yuonghunt selfolconvo hyunjaetbs kenalan tuh mental
jcvoleyn positif thinking mungkin belum  siap mental untuk  ngatain pakai  akun sendiri xf0 x9f xa5 xba xf0 x9f x99 x8f xf0 x9f x8f xbb,jcvoleyn positif thinking mungkin belum siap mental untuk ngatain pakai akun sendiri xba xbb,jcvoleyn positif thinking mungkin belum siap mental untuk ngatain pakai akun sendiri xba xbb,"['jcvoleyn', 'positif', 'thinking', 'mungkin', 'belum', 'siap', 'mental', 'untuk', 'ngatain', 'pakai', 'akun', 'sendiri', 'xba', 'xbb']","['jcvoleyn', 'positif', 'thinking', 'mental', 'ngatain', 'pakai', 'akun', 'xba', 'xbb']","['jcvoleyn', 'positif', 'thinking', 'mental', 'ngatain', 'pakai', 'akun', 'xba', 'xbb']",jcvoleyn positif thinking mental ngatain pakai akun xba xbb
jeeechangmin masalahnya kalau upset tirah boleh masalah melibatkan mental takan anak gelak xe2 x80 xa6 w53vlohrp6,jeeechangmin masalahnya kalau upset tirah boleh masalah melibatkan mental takan anak gelak vlohrp ,jeeechangmin masalahnya kalau upset tirah boleh masalah melibatkan mental takan anak gelak vlohrp ,"['jeeechangmin', 'masalahnya', 'kalau', 'upset', 'tirah', 'boleh', 'masalah', 'melibatkan', 'mental', 'takan', 'anak', 'gelak', 'vlohrp', '']","['jeeechangmin', 'upset', 'tirah', 'melibatkan', 'mental', 'takan', 'anak', 'gelak', 'vlohrp', '']","['jeeechangmin', 'upset', 'tirah', 'melibatkan', 'mental', 'takan', 'anak', 'gelak', 'vlohrp', '']",jeeechangmin upset tirah melibatkan mental takan anak gelak vlohrp
jeenirubyjane namanya mental pengecut sudah  gila mungkin mental maling urusannya sama dosa apa takut,jeenirubyjane namanya mental pengecut sudah gila mungkin mental maling urusannya sama dosa apa takut,jeenirubyjane namanya mental pengecut sudah gila mungkin mental maling urusannya sama dosa apa takut,"['jeenirubyjane', 'namanya', 'mental', 'pengecut', 'sudah', 'gila', 'mungkin', 'mental', 'maling', 'urusannya', 'sama', 'dosa', 'apa', 'takut']","['jeenirubyjane', 'namanya', 'mental', 'pengecut', 'gila', 'mental', 'maling', 'urusannya', 'dosa', 'takut']","['jeenirubyjane', 'namanya', 'mental', 'pengecut', 'gila', 'mental', 'maling', 'urusannya', 'dosa', 'takut']",jeenirubyjane namanya mental pengecut gila mental maling urusannya dosa takut
jeffryharyanto risshadowss teiyongg areajulid tidak apa-apa kak mental memang  mental realistis kritis masuk  xe2 x80 xa6 4qlr78rplx,jeffryharyanto risshadowss teiyongg areajulid tidak apa apa kak mental memang mental realistis kritis masuk qlr rplx,jeffryharyanto risshadowss teiyongg areajulid tidak apa apa kak mental memang mental realistis kritis masuk qlr rplx,"['jeffryharyanto', 'risshadowss', 'teiyongg', 'areajulid', 'tidak', 'apa', 'apa', 'kak', 'mental', 'memang', 'mental', 'realistis', 'kritis', 'masuk', 'qlr', 'rplx']","['jeffryharyanto', 'risshadowss', 'teiyongg', 'areajulid', 'kak', 'mental', 'mental', 'realistis', 'kritis', 'masuk', 'qlr', 'rplx']","['jeffryharyanto', 'risshadowss', 'teiyongg', 'areajulid', 'kak', 'mental', 'mental', 'realistis', 'kritis', 'masuk', 'qlr', 'rplx']",jeffryharyanto risshadowss teiyongg areajulid kak mental mental realistis kritis masuk qlr rplx
jefrimasuksurga idextratime martynziegler mental keyboard warrior wkwk,jefrimasuksurga idextratime martynziegler mental keyboard warrior wkwk,jefrimasuksurga idextratime martynziegler mental keyboard warrior wkwk,"['jefrimasuksurga', 'idextratime', 'martynziegler', 'mental', 'keyboard', 'warrior', 'wkwk']","['jefrimasuksurga', 'idextratime', 'martynziegler', 'mental', 'keyboard', 'warrior', 'wkwk']","['jefrimasuksurga', 'idextratime', 'martynziegler', 'mental', 'keyboard', 'warrior', 'wkwk']",jefrimasuksurga idextratime martynziegler mental keyboard warrior wkwk
jefrinaldi bato abah syafniir kok caliak badan lai gadang mental mental karupuak agiah lah isi inyo dulu bah syafniir,jefrinaldi bato abah syafniir kok caliak badan lai gadang mental mental karupuak agiah lah isi inyo dulu bah syafniir,jefrinaldi bato abah syafniir kok caliak badan lai gadang mental mental karupuak agiah lah isi inyo dulu bah syafniir,"['jefrinaldi', 'bato', 'abah', 'syafniir', 'kok', 'caliak', 'badan', 'lai', 'gadang', 'mental', 'mental', 'karupuak', 'agiah', 'lah', 'isi', 'inyo', 'dulu', 'bah', 'syafniir']","['jefrinaldi', 'bato', 'abah', 'syafniir', 'caliak', 'badan', 'lai', 'gadang', 'mental', 'mental', 'karupuak', 'agiah', 'isi', 'inyo', 'bah', 'syafniir']","['jefrinaldi', 'bato', 'abah', 'syafniir', 'caliak', 'badan', 'lai', 'gadang', 'mental', 'mental', 'karupuak', 'agiah', 'isi', 'inyo', 'bah', 'syafniir']",jefrinaldi bato abah syafniir caliak badan lai gadang mental mental karupuak agiah isi inyo bah syafniir
jefrinaldi jadi urang minang tidak usah jadi panakuik karano sabalum marantau mental kuaik jan digertak tukan xe2 x80 xa6 cn1hatov6o,jefrinaldi jadi urang minang tidak usah jadi panakuik karano sabalum marantau mental kuaik jan digertak tukan hatov ,jefrinaldi jadi urang minang tidak usah jadi panakuik karano sabalum marantau mental kuaik jan digertak tukan hatov ,"['jefrinaldi', 'jadi', 'urang', 'minang', 'tidak', 'usah', 'jadi', 'panakuik', 'karano', 'sabalum', 'marantau', 'mental', 'kuaik', 'jan', 'digertak', 'tukan', 'hatov', '']","['jefrinaldi', 'urang', 'minang', 'panakuik', 'karano', 'sabalum', 'marantau', 'mental', 'kuaik', 'jan', 'digertak', 'tukan', 'hatov', '']","['jefrinaldi', 'urang', 'minang', 'panakuik', 'karano', 'sabalum', 'marantau', 'mental', 'kuaik', 'jan', 'digertak', 'tukan', 'hatov', '']",jefrinaldi urang minang panakuik karano sabalum marantau mental kuaik jan digertak tukan hatov
jefrinaldi mental tempe jangan merantau malu2in orang minang harus tersenyum kecut kalau  balas jawab xe2 x80 xa6 pdgs1nf4o5,jefrinaldi mental tempe jangan merantau malu orang minang harus tersenyum kecut kalau balas jawab pdgs ,jefrinaldi mental tempe jangan merantau malu orang minang harus tersenyum kecut kalau balas jawab pdgs ,"['jefrinaldi', 'mental', 'tempe', 'jangan', 'merantau', 'malu', 'orang', 'minang', 'harus', 'tersenyum', 'kecut', 'kalau', 'balas', 'jawab', 'pdgs', '']","['jefrinaldi', 'mental', 'tempe', 'merantau', 'malu', 'orang', 'minang', 'tersenyum', 'kecut', 'balas', 'pdgs', '']","['jefrinaldi', 'mental', 'tempe', 'merantau', 'malu', 'orang', 'minang', 'tersenyum', 'kecut', 'balas', 'pdgs', '']",jefrinaldi mental tempe merantau malu orang minang tersenyum kecut balas pdgs
jefrinaldi segitu mental ajo dirantau,jefrinaldi segitu mental ajo dirantau,jefrinaldi segitu mental ajo dirantau,"['jefrinaldi', 'segitu', 'mental', 'ajo', 'dirantau']","['jefrinaldi', 'segitu', 'mental', 'ajo', 'dirantau']","['jefrinaldi', 'segitu', 'mental', 'ajo', 'dirantau']",jefrinaldi segitu mental ajo dirantau
jei yong22 adik  iki kena mental duluan nyenggol kakanya xf0 x9f x98 x82 xf0 x9f x98 x82,jei yong adik iki kena mental duluan nyenggol kakanya ,jei yong adik iki kena mental duluan nyenggol kakanya ,"['jei', 'yong', 'adik', 'iki', 'kena', 'mental', 'duluan', 'nyenggol', 'kakanya', '']","['jei', 'yong', 'adik', 'iki', 'kena', 'mental', 'duluan', 'nyenggol', 'kakanya', '']","['jei', 'yong', 'adik', 'iki', 'kena', 'mental', 'duluan', 'nyenggol', 'kakanya', '']",jei yong adik iki kena mental duluan nyenggol kakanya
jejevalentines memang  cari bikin kena mental xf0 x9f x98 xad xf0 x9f x98 xad xf0 x9f x98 xad xf0 x9f x99 x8f xf0 x9f x8f xbc,jejevalentines memang cari bikin kena mental xad xad xad xbc,jejevalentines memang cari bikin kena mental xad xad xad xbc,"['jejevalentines', 'memang', 'cari', 'bikin', 'kena', 'mental', 'xad', 'xad', 'xad', 'xbc']","['jejevalentines', 'cari', 'bikin', 'kena', 'mental', 'xad', 'xad', 'xad', 'xbc']","['jejevalentines', 'cari', 'bikin', 'kena', 'mental', 'xad', 'xad', 'xad', 'xbc']",jejevalentines cari bikin kena mental xad xad xad xbc
jejujiun tidak usah tidak apa-apa nawaitu mental saya masi kuat mendem semuanya,jejujiun tidak usah tidak apa apa nawaitu mental saya masi kuat mendem semuanya,jejujiun tidak usah tidak apa apa nawaitu mental saya masi kuat mendem semuanya,"['jejujiun', 'tidak', 'usah', 'tidak', 'apa', 'apa', 'nawaitu', 'mental', 'saya', 'masi', 'kuat', 'mendem', 'semuanya']","['jejujiun', 'nawaitu', 'mental', 'masi', 'kuat', 'mendem']","['jejujiun', 'nawaitu', 'mental', 'masi', 'kuat', 'mendem']",jejujiun nawaitu mental masi kuat mendem
jek mental breakup membaca twit tapi makan ceker enak sih taiscqxtvk,jek mental breakup membaca twit tapi makan ceker enak sih taiscqxtvk,jek mental breakup membaca twit tapi makan ceker enak sih taiscqxtvk,"['jek', 'mental', 'breakup', 'membaca', 'twit', 'tapi', 'makan', 'ceker', 'enak', 'sih', 'taiscqxtvk']","['jek', 'mental', 'breakup', 'membaca', 'twit', 'makan', 'ceker', 'enak', 'sih', 'taiscqxtvk']","['jek', 'mental', 'breakup', 'membaca', 'twit', 'makan', 'ceker', 'enak', 'sih', 'taiscqxtvk']",jek mental breakup membaca twit makan ceker enak sih taiscqxtvk
jek mental bukan kek setan merah,jek mental bukan kek setan merah,jek mental bukan kek setan merah,"['jek', 'mental', 'bukan', 'kek', 'setan', 'merah']","['jek', 'mental', 'kek', 'setan', 'merah']","['jek', 'mental', 'kek', 'setan', 'merah']",jek mental kek setan merah
jek mental memang  tidak  bohong  spesialis ucl,jek mental memang tidak bohong spesialis ucl,jek mental memang tidak bohong spesialis ucl,"['jek', 'mental', 'memang', 'tidak', 'bohong', 'spesialis', 'ucl']","['jek', 'mental', 'bohong', 'spesialis', 'ucl']","['jek', 'mental', 'bohong', 'spesialis', 'ucl']",jek mental bohong spesialis ucl
jek mental madrid tidak ada obat memang  tadi  malam  pak haji gacor sampai hattrick,jek mental madrid tidak ada obat memang tadi malam pak haji gacor sampai hattrick,jek mental madrid tidak ada obat memang tadi malam pak haji gacor sampai hattrick,"['jek', 'mental', 'madrid', 'tidak', 'ada', 'obat', 'memang', 'tadi', 'malam', 'pak', 'haji', 'gacor', 'sampai', 'hattrick']","['jek', 'mental', 'madrid', 'ada', 'obat', 'malam', 'haji', 'gacor', 'hattrick']","['jek', 'mental', 'madrid', 'ada', 'obat', 'malam', 'haji', 'gacor', 'hattrick']",jek mental madrid ada obat malam haji gacor hattrick
jekaaa nya ngakandeul kandeul mental eta mah,jekaaa nya ngakandeul kandeul mental eta mah,jekaaa nya ngakandeul kandeul mental eta mah,"['jekaaa', 'nya', 'ngakandeul', 'kandeul', 'mental', 'eta', 'mah']","['jekaaa', 'nya', 'ngakandeul', 'kandeul', 'mental', 'eta', 'mah']","['jekaaa', 'nya', 'ngakandeul', 'kandeul', 'mental', 'eta', 'mah']",jekaaa nya ngakandeul kandeul mental eta mah
jekeeeyyyy hehe semangat kalau capai  istrahat capai  mental jey break dulu kdang saya begitu  jey hehe,jekeeeyyyy hehe semangat kalau capai istrahat capai mental jey break dulu kdang saya begitu jey hehe,jekeeeyyyy hehe semangat kalau capai istrahat capai mental jey break dulu kdang saya begitu jey hehe,"['jekeeeyyyy', 'hehe', 'semangat', 'kalau', 'capai', 'istrahat', 'capai', 'mental', 'jey', 'break', 'dulu', 'kdang', 'saya', 'begitu', 'jey', 'hehe']","['jekeeeyyyy', 'hehe', 'semangat', 'capai', 'istrahat', 'capai', 'mental', 'jey', 'break', 'kdang', 'jey', 'hehe']","['jekeeeyyyy', 'hehe', 'semangat', 'capai', 'istrahat', 'capai', 'mental', 'jey', 'break', 'kdang', 'jey', 'hehe']",jekeeeyyyy hehe semangat capai istrahat capai mental jey break kdang jey hehe
jellyforjinnie bts twt seokjin mode xf0 x9f x90 xb9 sudah  terlalu biasa untuk  saya jadi saat mode xf0 x9f x90 xba luar biasa hoteu walaupun mental xe2 x80 xa6 qf9riro0ba,jellyforjinnie bts twt seokjin mode sudah terlalu biasa untuk saya jadi saat mode xba luar biasa hoteu walaupun mental riro ,jellyforjinnie bts twt seokjin mode sudah terlalu biasa untuk saya jadi saat mode xba luar biasa hoteu walaupun mental riro ,"['jellyforjinnie', 'bts', 'twt', 'seokjin', 'mode', 'sudah', 'terlalu', 'biasa', 'untuk', 'saya', 'jadi', 'saat', 'mode', 'xba', 'luar', 'biasa', 'hoteu', 'walaupun', 'mental', 'riro', '']","['jellyforjinnie', 'bts', 'twt', 'seokjin', 'mode', 'mode', 'xba', 'hoteu', 'mental', 'riro', '']","['jellyforjinnie', 'bts', 'twt', 'seokjin', 'mode', 'mode', 'xba', 'hoteu', 'mental', 'riro', '']",jellyforjinnie bts twt seokjin mode mode xba hoteu mental riro
jembermfs apapun nichenya freelance menjanjikan kamu atur keuangan waktu menata pikiran mental xe2 x80 xa6 olybhbmeud,jembermfs apapun nichenya freelance menjanjikan kamu atur keuangan waktu menata pikiran mental olybhbmeud,jembermfs apapun nichenya freelance menjanjikan kamu atur keuangan waktu menata pikiran mental olybhbmeud,"['jembermfs', 'apapun', 'nichenya', 'freelance', 'menjanjikan', 'kamu', 'atur', 'keuangan', 'waktu', 'menata', 'pikiran', 'mental', 'olybhbmeud']","['jembermfs', 'apapun', 'nichenya', 'freelance', 'menjanjikan', 'atur', 'keuangan', 'menata', 'pikiran', 'mental', 'olybhbmeud']","['jembermfs', 'apapun', 'nichenya', 'freelance', 'menjanjikan', 'atur', 'keuangan', 'menata', 'pikiran', 'mental', 'olybhbmeud']",jembermfs apapun nichenya freelance menjanjikan atur keuangan menata pikiran mental olybhbmeud
